OBJECTID,UIDENTSTLA,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,IstRad,IstPKW,IstFuss,IstKrad,IstSonstig,LICHT,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84,index_right,FID,SBZ,Name
162851,14170926144200622840,14,7,13,000,2017,09,09,3,3,2,6,1,1,0,1,0,0,0,"735039,679600000030000","5692544,625000000000000",12.374413688000061,51.33552458100007,0,0,0,Mitte
162863,14170925148210656920,14,7,13,000,2017,09,07,2,3,5,3,1,1,0,0,0,0,1,"743197,163799999980000","5694048,628899999900000",12.49232627400005,51.34559396000003,2,2,2,Ost
162864,14170925144200653190,14,7,13,000,2017,09,17,2,3,4,2,0,1,0,0,0,0,0,"734643,461099999960000","5691483,234000000200000",12.368036945000028,51.326160677000075,0,0,0,Mitte
162865,14170925144200621620,14,7,13,000,2017,09,09,2,3,9,1,0,1,0,0,0,0,1,"738036,202999999980000","5693616,853000000100000",12.418069048000064,51.34390264100006,2,2,2,Ost
162866,14170925144200620290,14,7,13,000,2017,09,18,2,3,2,2,0,1,0,0,0,0,0,"734556,797799999940000","5691371,521400000000000",12.366721789000053,51.32519362900007,4,4,4,Süd
162880,14170924662221622360,14,7,13,000,2017,09,13,1,3,6,7,0,1,1,0,0,0,1,"733899,300399999950000","5695654,307699999800000",12.36011512600004,51.36390877400004,9,9,9,Nord
162882,14170924148410646750,14,7,13,000,2017,09,00,1,3,0,7,1,0,0,0,0,2,1,"734094,082399999960000","5692100,875000000000000",12.360571520000065,51.331931259000044,0,0,0,Mitte
162883,14170924148410646740,14,7,13,000,2017,09,02,1,3,0,1,1,0,0,0,0,2,1,"737558,013200000040000","5693381,784599999900000",12.411058771000057,51.34199265900003,2,2,2,Ost
162884,14170924148410646730,14,7,13,000,2017,09,20,1,3,5,3,0,1,0,0,0,2,0,"737280,496200000050000","5693756,770499999600000",12.407331386000067,51.345474429000035,2,2,2,Ost
162885,14170924148410621200,14,7,13,000,2017,09,10,1,3,2,2,0,1,0,0,0,0,0,"734204,761799999980000","5692889,443000000000000",12.362675864000039,51.33896426700005,0,0,0,Mitte
162892,14170923148410707481,14,7,13,000,2017,09,23,7,3,4,1,0,1,0,0,0,2,1,"733470,309000000010000","5694423,347000000100000",12.353155962000073,51.35303546100005,0,0,0,Mitte
162894,14170923148210609630,14,7,13,000,2017,09,01,7,3,6,7,0,1,1,0,0,2,0,"735597,619100000010000","5691960,816999999800000",12.382022922000033,51.33005329100007,0,0,0,Mitte
162895,14170923144200611490,14,7,13,000,2017,09,09,7,3,5,3,1,1,0,0,0,0,0,"735114,278599999960000","5688743,430499999800000",12.372976536000067,51.30137269200003,4,4,4,Süd
162908,14170922148220609620,14,7,13,000,2017,09,18,6,3,9,1,1,1,0,0,0,0,0,"735200,554699999980000","5691048,991299999900000",12.375732003000053,51.322032714000045,4,4,4,Süd
162909,14170922144200646200,14,7,13,000,2017,09,07,6,3,6,7,0,1,1,0,0,0,0,"735649,963100000050000","5695166,526800000100000",12.384894447000022,51.35880694000008,9,9,9,Nord
162910,14170922144200611500,14,7,13,000,2017,09,18,6,3,5,2,1,1,0,0,0,1,0,"734278,451299999960000","5695522,298800000000000",12.36546484300004,51.36256759300005,9,9,9,Nord
162911,14170922144200609560,14,7,13,000,2017,09,21,6,3,5,3,1,1,0,0,0,2,0,"736755,314499999980000","5688652,716099999800000",12.396414624000045,51.29987848700006,4,4,4,Süd
162933,14170921148310611180,14,7,13,000,2017,09,11,5,3,5,3,1,1,0,0,0,0,0,"732401,750000000000000","5690886,053000000300000",12.335529267000027,51.32172009300007,5,5,5,Südwest
162934,14170921148123610410,14,7,13,000,2017,09,19,5,3,4,2,0,1,0,0,0,1,0,"735996,060999999990000","5699799,656299999900000",12.392933371000026,51.400250982000045,9,9,9,Nord
162935,14170921148110646180,14,7,13,000,2017,09,18,5,3,2,1,1,0,0,0,1,1,0,"730906,554400000020000","5698441,907200000200000",12.319011449000072,51.39015677300006,8,8,8,Nordwest
162936,14170921144200690890,14,7,13,000,2017,09,06,5,3,5,3,0,1,0,0,0,0,0,"735145,708199999990000","5699392,150299999900000",12.380460736000032,51.39694614800004,9,9,9,Nord
162937,14170921144200667280,14,7,13,000,2017,09,14,5,2,4,6,1,1,0,0,0,0,0,"736801,068100000030000","5689276,056800000400000",12.397483297000065,51.30545470200008,4,4,4,Süd
162938,14170921144200610290,14,7,13,000,2017,09,14,5,3,6,4,0,1,1,0,0,0,0,"732927,499399999970000","5691225,705199999700000",12.343283188000044,51.324554068000054,5,5,5,Südwest
162952,14170920148410617010,14,7,13,000,2017,09,07,4,3,5,3,1,1,0,0,0,0,1,"735762,447000000040000","5693470,978000000100000",12.385384066000029,51.34354062300008,0,0,0,Mitte
162953,14170920148410610210,14,7,13,000,2017,09,08,4,3,3,6,1,0,0,0,0,0,1,"736190,726200000030000","5693982,859899999600000",12.391861862000042,51.347957629000064,0,0,0,Mitte
162954,14170920148310646610,14,7,13,000,2017,09,16,4,3,5,2,1,1,0,0,0,0,0,"727586,324900000010000","5693244,972199999700000",12.268044940000038,51.34484342500008,7,7,7,Alt-West
162956,14170920144200610170,14,7,13,000,2017,09,17,4,3,2,2,0,1,0,0,0,0,0,"734892,074000000020000","5698783,990000000200000",12.37641895300004,51.39159217900004,9,9,9,Nord
162957,14170920144200610160,14,7,13,000,2017,09,17,4,3,5,3,1,1,0,0,0,0,0,"732125,830700000050000","5688364,720900000100000",12.329935868000064,51.299199189000035,5,5,5,Südwest
162973,14170919148410607000,14,7,13,000,2017,09,05,3,3,3,6,1,0,0,0,0,2,0,"735441,483000000010000","5691985,683400000400000",12.379802192000056,51.330341145000034,0,0,0,Mitte
162974,14170919148410606580,14,7,13,000,2017,09,13,3,3,2,6,0,1,0,0,0,0,0,"733080,956000000010000","5694129,900000000400000",12.347382070000037,51.350561105000054,0,0,0,Mitte
162975,14170919148310611840,14,7,13,000,2017,09,18,3,3,5,3,0,1,0,0,0,0,0,"732391,586899999990000","5691544,587000000300000",12.33581297400002,51.327635738000026,5,5,5,Südwest
162976,14170919148110615240,14,7,13,000,2017,09,22,3,3,1,5,1,1,0,0,0,2,0,"732779,197900000030000","5695951,423899999800000",12.344248105000077,51.36703589200005,8,8,8,Nordwest
162977,14170919144200609470,14,7,13,000,2017,09,18,3,3,2,6,0,1,1,1,0,0,0,"732804,288900000040000","5690539,953200000300000",12.341070174000038,51.31844870500004,5,5,5,Südwest
162978,14170919144200606290,14,7,13,000,2017,09,13,3,3,6,4,0,0,1,0,1,0,0,"734752,502100000040000","5690886,742100000400000",12.369206418000033,51.32076132100008,4,4,4,Süd
162979,14170919144200603640,14,7,13,000,2017,09,12,3,3,3,6,0,0,0,1,1,0,0,"729368,930700000030000","5690706,877200000000000",12.291963312000064,51.32134225800007,6,6,6,West
162980,14170919144200603560,14,7,13,000,2017,09,16,3,2,5,3,0,1,0,1,0,0,0,"742085,342599999970000","5693951,478500000200000",12.476326026000038,51.34519649500004,2,2,2,Ost
162981,14170919144200596010,14,7,13,000,2017,09,08,3,3,5,3,1,1,0,0,0,0,0,"736923,306100000050000","5691345,418999999800000",12.400608325000064,51.32397879700005,3,3,3,Südost
162982,14170919144200595980,14,7,13,000,2017,09,09,3,3,5,2,1,1,0,0,0,0,0,"742281,946499999960000","5694025,932099999900000",12.479194317000065,51.345780998000066,2,2,2,Ost
162997,14170918148410646710,14,7,13,000,2017,09,06,2,3,6,4,0,0,1,0,1,0,0,"737289,471800000060000","5693754,156200000100000",12.407458288000043,51.34544721700007,2,2,2,Ost
162999,14170918144200703041,14,7,13,000,2017,09,09,2,2,5,3,1,1,0,0,0,0,0,"741880,862700000060000","5694097,704599999800000",12.473494843000026,51.34659596600005,2,2,2,Ost
163000,14170918144200668470,14,7,13,000,2017,09,14,2,3,6,4,1,0,1,0,0,0,0,"735589,770200000030000","5693140,034400000200000",12.382690257000036,51.34064155400006,0,0,0,Mitte
163001,14170918144200603620,14,7,13,000,2017,09,16,2,3,2,6,0,1,0,0,0,0,0,"742276,740600000020000","5694237,175499999900000",12.479263455000023,51.34767920500008,2,2,2,Ost
163002,14170918144200600700,14,7,13,000,2017,09,17,2,3,3,2,1,0,0,0,1,0,0,"735183,126099999990000","5688961,916100000000000",12.374106351000023,51.30330548100005,4,4,4,Süd
163003,14170918144200595970,14,7,13,000,2017,09,09,2,3,6,4,0,1,1,0,0,0,0,"739023,145800000060000","5688547,736499999600000",12.428815686000064,51.29798884300004,3,3,3,Südost
163004,14170918144200595960,14,7,13,000,2017,09,17,2,3,5,3,1,1,0,0,0,0,0,"738858,986999999960000","5697628,774000000200000",12.432554938000067,51.37956780900004,1,1,1,Nordost
163016,14170917148110591720,14,7,13,000,2017,09,19,1,3,8,1,0,1,0,0,0,1,1,"736391,925999999980000","5697182,213999999700000",12.396871946000033,51.37659183800008,9,9,9,Nord
163017,14170917144200599580,14,7,13,000,2017,09,14,1,3,3,6,0,1,0,0,0,0,0,"737162,775999999950000","5691108,676000000000000",12.403881492000039,51.32175399600004,3,3,3,Südost
163018,14170917144200593780,14,7,13,000,2017,09,09,1,2,5,3,0,1,0,0,0,0,0,"728018,415200000050000","5691015,801300000400000",12.272811987000068,51.32465836700004,6,6,6,West
163019,14170917144200589160,14,7,13,000,2017,09,02,1,3,5,3,0,1,0,0,0,2,0,"731173,869100000010000","5691919,668800000100000",12.318608383000026,51.331498949000036,7,7,7,Alt-West
163027,14170916148310601190,14,7,13,000,2017,09,19,7,2,5,3,0,1,0,0,0,1,0,"731605,075900000050000","5692934,917899999800000",12.325447420000046,51.34043725200007,7,7,7,Alt-West
163028,14170916148210616160,14,7,13,000,2017,09,21,7,3,2,2,1,0,0,0,0,1,0,"734725,985400000010000","5690900,422100000100000",12.368835557000068,51.32089505700003,4,4,4,Süd
163030,14170916144000591910,14,7,13,000,2017,09,07,7,3,2,6,0,0,0,0,1,0,0,"740797,302799999950000","5693937,415500000100000",12.457856629000048,51.34561725300006,2,2,2,Ost
163040,14170915148410579720,14,7,13,000,2017,09,07,6,3,5,3,1,1,0,0,0,0,0,"736034,686200000000000","5692564,198900000200000",12.388684985000054,51.335288211000034,0,0,0,Mitte
163041,14170915148310620880,14,7,13,000,2017,09,13,6,3,1,5,1,1,0,0,0,0,0,"733361,243999999950000","5691751,894999999600000",12.349841956000034,51.32909973400007,5,5,5,Südwest
163042,14170915148310608000,14,7,13,000,2017,09,10,6,3,2,6,1,1,0,0,0,0,0,"733238,760299999970000","5691709,696700000200000",12.348059340000077,51.32877116800006,5,5,5,Südwest
163043,14170915148110596310,14,7,13,000,2017,09,14,6,2,9,1,0,1,0,0,0,0,0,"741309,452999999980000","5693988,224000000400000",12.465231130000063,51.34585614300005,2,2,2,Ost
163044,14170915144320604340,14,7,13,000,2017,09,08,6,3,0,7,1,1,0,0,0,0,0,"741937,871999999970000","5687128,288999999900000",12.469584525000073,51.28401777700003,3,3,3,Südost
163045,14170915144320600200,14,7,13,000,2017,09,11,6,2,5,3,1,1,0,0,0,0,0,"735908,529300000050000","5688684,945700000000000",12.384311001000071,51.300519218000034,4,4,4,Süd
163046,14170915144200631100,14,7,13,000,2017,09,15,6,2,3,2,0,0,0,1,0,0,0,"738327,386700000030000","5690884,482099999700000",12.420414838000056,51.31925505100003,3,3,3,Südost
163047,14170915144100747210,14,7,13,000,2017,09,17,6,3,3,2,1,1,0,0,0,0,0,"734919,729500000020000","5690895,995799999700000",12.371608131000073,51.32077537200007,4,4,4,Süd
163048,14170915143219707631,14,7,13,000,2017,09,20,6,2,0,4,1,0,1,0,0,1,0,"735027,768700000020000","5693171,341500000100000",12.374656525000034,51.34115514300004,0,0,0,Mitte
163063,14170914148410623420,14,7,13,000,2017,09,15,5,3,2,6,0,1,0,0,0,0,1,"734177,408900000040000","5693452,686800000300000",12.362654225000028,51.344031477000044,0,0,0,Mitte
163064,14170914148410621190,14,7,13,000,2017,09,08,5,3,5,3,1,1,0,0,0,0,1,"734571,290999999970000","5694870,888500000400000",12.36923424400004,51.356599463000066,9,9,9,Nord
163065,14170914148410582300,14,7,13,000,2017,09,11,5,3,4,2,0,1,0,0,0,0,0,"736168,960800000000000","5691060,883100000200000",12.389612940000063,51.321738346000075,0,0,0,Mitte
163066,14170914148210582730,14,7,13,000,2017,09,18,5,3,6,4,1,0,1,0,0,0,1,"734638,424000000000000","5691910,351099999600000",12.368245965000028,51.32999674800004,0,0,0,Mitte
163067,14170914148121582670,14,7,13,000,2017,09,22,5,2,5,3,1,1,0,0,0,2,1,"735168,347799999990000","5693588,812500000000000",12.376946968000027,51.344844383000066,0,0,0,Mitte
163068,14170914148110646150,14,7,13,000,2017,09,14,5,3,2,6,0,1,0,0,0,0,1,"734772,153000000050000","5698940,411999999500000",12.374801799000068,51.39304588200008,9,9,9,Nord
163069,14170914144200901140,14,7,13,000,2017,09,14,5,3,1,6,0,1,0,0,0,0,0,"732605,675999999980000","5692319,294999999900000",12.33938616200004,51.33450256900005,7,7,7,Alt-West
163070,14170914144200603600,14,7,13,000,2017,09,16,5,3,2,6,0,1,0,0,0,0,1,"733389,558700000050000","5692146,586000000100000",12.350506161000055,51.33263110300004,5,5,5,Südwest
163071,14170914144200595990,14,7,13,000,2017,09,11,5,2,1,5,1,1,0,0,0,0,0,"730876,200100000020000","5693624,369500000000000",12.31544789000003,51.34692280300004,7,7,7,Alt-West
163072,14170914144200586090,14,7,13,000,2017,09,15,5,3,2,6,0,1,0,0,0,0,0,"735620,834200000040000","5696900,497200000100000",12.385625679000043,51.37438353400006,9,9,9,Nord
163089,14171017144200708291,14,7,13,000,2017,10,17,3,3,5,2,1,1,0,0,0,1,0,"734302,144199999980000","5695736,279299999600000",12.36594552400004,51.36447860000004,9,9,9,Nord
163090,14171017144200697940,14,7,13,000,2017,10,15,3,3,2,6,1,1,0,0,0,0,0,"732576,001799999970000","5692084,739099999900000",12.338807814000063,51.33240916500006,7,7,7,Alt-West
163091,14171017144200697920,14,7,13,000,2017,10,13,3,2,5,3,1,1,0,0,0,0,0,"734601,265999999950000","5699700,611700000200000",12.372852270000067,51.39994032200008,9,9,9,Nord
163097,14171017144200672970,14,7,13,000,2017,10,16,3,3,5,3,1,1,0,0,0,0,0,"734633,371500000010000","5692445,648299999500000",12.368526058000043,51.33480389300007,0,0,0,Mitte
163098,14171017144100690730,14,7,13,000,2017,10,14,3,2,2,6,0,1,0,1,0,0,0,"739822,357599999990000","5692897,321300000000000",12.443183211000076,51.33669374700003,2,2,2,Ost
163099,14171017143215708201,14,7,13,000,2017,10,07,3,3,3,6,1,0,0,0,0,0,0,"735600,934800000050000","5697088,780700000000000",12.385465082000053,51.376081862000035,9,9,9,Nord
163109,14171016148415707491,14,7,13,000,2017,10,11,2,3,0,7,1,0,0,0,0,0,0,"735377,798599999980000","5693309,525000000400000",12.379764393000073,51.34225073700003,0,0,0,Mitte
163110,14171016148410694890,14,7,13,000,2017,10,12,2,3,1,5,1,0,0,0,1,0,0,"734619,684000000010000","5694799,319299999600000",12.369880850000072,51.35593705400004,9,9,9,Nord
163111,14171016148410694880,14,7,13,000,2017,10,12,2,3,5,3,0,1,0,0,0,0,0,"730917,511000000060000","5693925,107499999900000",12.316235136000046,51.34960571600004,7,7,7,Alt-West
163112,14171016148410672990,14,7,13,000,2017,10,10,2,3,5,3,1,1,0,0,0,0,0,"734176,031500000040000","5692169,470599999700000",12.361790860000042,51.33251327500005,0,0,0,Mitte
163113,14171016148410672900,14,7,13,000,2017,10,08,2,3,4,2,1,1,0,0,0,0,0,"734893,261999999990000","5693873,844999999700000",12.373192219000032,51.347516658000075,0,0,0,Mitte
163115,14171016148210707581,14,7,13,000,2017,10,16,2,3,6,6,0,1,1,0,0,0,0,"737673,200199999960000","5693390,929300000000000",12.412715677000051,51.34202660600005,2,2,2,Ost
163132,14171015149110706621,14,7,13,000,2017,10,17,1,3,6,4,1,0,1,0,0,1,0,"730995,779400000000000","5682974,427600000100000",12.31027094600006,51.251269828000034,5,5,5,Südwest
163133,14171015149110705681,14,7,13,000,2017,10,14,1,2,0,1,1,0,0,0,0,0,0,"736148,723499999960000","5687490,623800000200000",12.386960507000026,51.289699047000056,4,4,4,Süd
163134,14171015148110672700,14,7,13,000,2017,10,13,1,3,5,3,0,1,0,0,0,0,0,"730704,322999999970000","5697295,549999999800000",12.31536535500004,51.379948342000034,8,8,8,Nordwest
163150,14171014148310674320,14,7,13,000,2017,10,16,7,3,5,2,1,1,0,0,0,0,0,"731778,442999999970000","5691739,146999999900000",12.327154219000022,51.329632409000055,5,5,5,Südwest
163159,14171013148410672920,14,7,13,000,2017,10,16,6,3,1,5,1,1,0,0,0,0,0,"735919,760099999960000","5692139,527599999700000",12.386756928000068,51.331523934000074,0,0,0,Mitte
163160,14171013148310671440,14,7,13,000,2017,10,20,6,3,1,1,1,1,0,0,0,2,0,"729383,493600000050000","5694374,673499999600000",12.294533897000065,51.35426260700007,7,7,7,Alt-West
163161,14171013148210667870,14,7,13,000,2017,10,13,6,3,8,1,1,0,0,0,0,0,0,"735005,131399999950000","5692200,195100000100000",12.37369142800003,51.332447123000065,0,0,0,Mitte
163162,14171013148110698250,14,7,13,000,2017,10,18,6,3,5,3,1,1,0,0,0,2,0,"732555,685799999980000","5696367,575400000400000",12.341315038000062,51.37086307100003,8,8,8,Nordwest
163178,14171012148410672870,14,7,13,000,2017,10,14,5,3,2,6,0,1,0,0,0,0,0,"737886,770800000060000","5693850,101200000400000",12.416083211000057,51.34605881200008,2,2,2,Ost
163179,14171012148210672860,14,7,13,000,2017,10,15,5,3,6,7,0,1,1,0,0,0,0,"737350,707300000010000","5693444,177600000100000",12.408129338000037,51.34263927400008,2,2,2,Ost
163180,14171012148210666610,14,7,13,000,2017,10,21,5,3,5,3,0,1,0,0,0,2,0,"736695,532699999980000","5689803,001899999600000",12.396321533000048,51.31022855900005,4,4,4,Süd
163181,14171012144200667310,14,7,13,000,2017,10,12,5,2,5,3,1,0,0,0,1,0,0,"735589,793599999980000","5693140,450500000300000",12.382690868000054,51.34064527900006,0,0,0,Mitte
163193,14171011148410660830,14,7,13,000,2017,10,12,4,2,3,2,1,1,0,0,0,0,0,"733821,387699999960000","5692556,343100000200000",12.356962941000063,51.33613195000004,0,0,0,Mitte
163194,14171011148110668630,14,7,13,000,2017,10,09,4,3,2,6,0,1,0,0,1,0,1,"730604,891599999970000","5696896,286200000000000",12.313679949000061,51.376404595000054,8,8,8,Nordwest
163196,14171011144200665530,14,7,13,000,2017,10,11,4,3,4,2,0,1,0,0,0,0,0,"732234,935000000060000","5699205,693000000000000",12.338570202000028,51.39647106000007,8,8,8,Nordwest
163213,14171010148410702430,14,7,13,000,2017,10,16,3,3,1,6,0,1,0,0,1,0,1,"735983,085899999950000","5692883,573099999700000",12.388157130000025,51.33817640600006,0,0,0,Mitte
163214,14171010148410694870,14,7,13,000,2017,10,16,3,3,5,3,0,1,0,0,0,0,1,"737403,289899999970000","5693656,122299999900000",12.409024239000075,51.34451974600006,2,2,2,Ost
163215,14171010148410664150,14,7,13,000,2017,10,15,3,3,5,3,1,1,0,0,0,0,1,"737001,245899999980000","5689969,923399999700000",12.400810782000065,51.31159967700006,4,4,4,Süd
163216,14171010148110672620,14,7,13,000,2017,10,09,3,3,5,3,1,1,0,0,0,0,1,"734828,938399999980000","5695605,882399999500000",12.373413199000026,51.36309062200007,9,9,9,Nord
163217,14171010148110656470,14,7,13,000,2017,10,23,3,3,3,5,1,1,0,0,0,2,1,"734604,618999999950000","5693090,277099999600000",12.368538596000064,51.34060221800007,0,0,0,Mitte
163218,14171010148110656450,14,7,13,000,2017,10,06,3,3,5,3,0,1,0,0,0,2,1,"734892,074000000020000","5698783,990000000200000",12.37641895300004,51.39159217900004,9,9,9,Nord
163219,14171010144200707661,14,7,13,000,2017,10,15,3,2,5,3,1,1,0,0,0,0,1,"734138,706699999980000","5695547,822900000000000",12.363477896000063,51.362854311000035,9,9,9,Nord
163220,14171010144200698850,14,7,13,000,2017,10,08,3,3,3,2,1,1,0,0,0,0,0,"735187,027699999980000","5695103,231100000400000",12.378215390000037,51.35843056200008,0,0,0,Mitte
163228,14171009148110671390,14,7,13,000,2017,10,21,2,3,0,1,0,1,1,0,0,2,1,"731372,429600000030000","5696698,140200000300000",12.324560204000022,51.37431369600006,8,8,8,Nordwest
163229,14171009144200668491,14,7,13,000,2017,10,16,2,3,5,3,0,1,0,1,0,0,0,"733178,144100000030000","5695859,343299999800000",12.349908721000077,51.36604571600003,8,8,8,Nordwest
163244,14171008148410672890,14,7,13,000,2017,10,13,1,3,5,3,1,1,0,0,0,0,1,"736858,474500000010000","5692706,682199999700000",12.400584294000055,51.33622468500005,3,3,3,Südost
163245,14171008148410656721,14,7,13,000,2017,10,17,1,3,6,6,1,0,1,0,0,0,1,"733595,435300000010000","5691869,687199999600000",12.353274745000022,51.330060986000035,5,5,5,Südwest
163256,14171006148410669350,14,7,13,000,2017,10,19,6,3,4,2,1,1,0,0,0,2,0,"735975,658999999990000","5692882,708599999500000",12.388050125000063,51.33817172700003,0,0,0,Mitte
163257,14171006148310658980,14,7,13,000,2017,10,12,6,3,6,4,0,1,1,0,0,0,0,"731556,441100000050000","5692166,176599999900000",12.324250664000033,51.33355619800005,7,7,7,Alt-West
163258,14171006148110653460,14,7,13,000,2017,10,19,6,2,6,4,0,1,1,0,0,2,1,"733239,006199999950000","5695698,248999999800000",12.350675831000046,51.36457466200005,8,8,8,Nordwest
163259,14171006144320672910,14,7,13,000,2017,10,17,6,3,3,2,1,1,0,0,0,0,1,"735269,081400000020000","5692777,944100000000000",12.377855109000052,51.33752408300006,0,0,0,Mitte
163260,14171006144200660050,14,7,13,000,2017,10,09,6,2,9,1,0,1,1,0,1,0,0,"734771,712199999950000","5692480,698499999900000",12.370531563000043,51.33506143000005,0,0,0,Mitte
163261,14171006144200655170,14,7,13,000,2017,10,12,6,3,6,7,0,1,0,0,1,0,0,"737705,006000000050000","5693298,450500000300000",12.413109776000056,51.34118322100005,2,2,2,Ost
163273,14171005148410673000,14,7,13,000,2017,10,11,5,3,5,3,0,1,0,0,1,0,1,"733821,693899999950000","5692555,936300000200000",12.356967062000024,51.33612817200003,0,0,0,Mitte
163274,14171005148410651400,14,7,13,000,2017,10,20,5,3,5,3,0,1,0,1,0,2,0,"733853,596999999950000","5693446,998999999800000",12.35800931500006,51.34411369900005,0,0,0,Mitte
163275,14171005148221948720,14,7,13,000,2017,10,12,5,3,6,7,0,1,1,0,0,0,0,"734897,730199999990000","5689308,048800000000000",12.370247283000026,51.30653033900006,4,4,4,Süd
163276,14171005148110656880,14,7,13,000,2017,10,16,5,3,5,3,0,1,0,0,1,0,1,"735098,755600000030000","5698331,581899999600000",12.37908483800004,51.38744568300007,9,9,9,Nord
163277,14171005148110655180,14,7,13,000,2017,10,15,5,3,6,6,0,1,0,0,1,0,1,"737412,694699999990000","5696907,430499999800000",12.41132864900004,51.37369958100004,1,1,1,Nordost
163278,14171005144200646660,14,7,13,000,2017,10,16,5,2,1,6,1,1,0,0,0,0,1,"732304,614700000030000","5690615,256600000000000",12.333961246000058,51.31932888100005,5,5,5,Südwest
163290,14171004148410656290,14,7,13,000,2017,10,11,4,3,3,2,1,1,0,0,0,0,0,"736096,668199999960000","5693867,454500000000000",12.390437131000056,51.346960797000065,0,0,0,Mitte
163291,14171004148110651230,14,7,13,000,2017,10,07,4,3,5,3,1,1,0,0,0,1,0,"734485,381399999950000","5695027,171000000100000",12.368105575000072,51.35803777000007,9,9,9,Nord
163292,14171004144200646330,14,7,13,000,2017,10,06,4,2,5,3,1,1,0,0,0,1,0,"736562,113999999940000","5697170,738400000100000",12.399305231000028,51.376417966000076,1,1,1,Nordost
163301,14171003144320692730,14,7,13,000,2017,10,10,3,3,5,3,1,1,0,0,0,0,1,"735783,702999999980000","5693805,154000000100000",12.385910005000028,51.34653145800007,0,0,0,Mitte
163302,14171003144200646320,14,7,13,000,2017,10,23,3,2,6,4,0,1,1,0,0,2,1,"734648,537699999990000","5695393,007700000000000",12.370686062000061,51.36125431200003,9,9,9,Nord
163312,14171002148110652200,14,7,13,000,2017,10,16,2,3,5,3,0,1,0,0,0,0,1,"734277,712599999970000","5695510,209599999700000",12.365446289000033,51.36245937900003,9,9,9,Nord
163313,14171002144200690880,14,7,13,000,2017,10,19,2,3,5,3,0,1,0,0,0,0,1,"742269,445100000010000","5694562,686300000200000",12.479380422000077,51.35060389400007,2,2,2,Ost
163314,14171002144200672810,14,7,13,000,2017,10,13,2,3,4,2,0,1,0,0,0,0,1,"739494,834999999960000","5691859,810999999800000",12.437792671000068,51.32751929500006,2,2,2,Ost
163315,14171002144200660020,14,7,13,000,2017,10,18,2,3,5,3,1,1,0,0,0,1,1,"734650,726000000020000","5693211,194000000100000",12.369279057000028,51.341668594000055,0,0,0,Mitte
163316,14171002144200652150,14,7,13,000,2017,10,14,2,3,5,3,1,1,0,0,0,0,1,"735531,290000000040000","5692695,239000000100000",12.381558028000029,51.33667316100008,0,0,0,Mitte
163317,14171002144100656100,14,7,13,000,2017,10,15,2,3,2,6,0,1,0,0,0,0,1,"735532,304099999950000","5695761,264999999700000",12.383601335000037,51.36419423900003,9,9,9,Nord
163332,14171001148310652420,14,7,13,000,2017,10,15,1,3,5,7,0,1,0,0,0,0,0,"730793,260600000040000","5691705,150500000500000",12.31301545100007,51.32972778900006,7,7,7,Alt-West
163342,14170930144200646490,14,7,13,000,2017,09,21,7,3,6,4,0,1,1,0,0,2,0,"738875,832799999970000","5693672,011099999800000",12.430139515000064,51.344045599000026,2,2,2,Ost
163343,14170930144200646310,14,7,13,000,2017,09,09,7,3,2,6,0,1,0,0,0,0,0,"737383,546899999960000","5699077,188500000200000",12.412360371000034,51.393187416000046,1,1,1,Nordost
163353,14170929148410664140,14,7,13,000,2017,09,14,6,3,5,3,1,1,0,0,0,0,0,"736081,322799999970000","5692627,486600000400000",12.389395215000036,51.335836940000036,0,0,0,Mitte
163354,14170929148310646640,14,7,13,000,2017,09,12,6,3,0,7,0,1,0,0,0,0,0,"729636,785999999960000","5689587,928500000400000",12.295080351000024,51.31118927700004,6,6,6,West
163355,14170929148220633770,14,7,13,000,2017,09,19,6,2,4,2,1,1,0,0,0,2,0,"735282,263900000020000","5690787,051300000400000",12.376729708000028,51.31964766200008,4,4,4,Süd
163356,14170929148210660360,14,7,13,000,2017,09,09,6,3,5,3,1,0,0,0,0,0,0,"739269,073699999950000","5689513,178000000300000",12.432983920000027,51.30655126400006,3,3,3,Südost
163357,14170929148210646460,14,7,13,000,2017,09,16,6,3,5,3,0,1,0,0,0,0,0,"739758,989399999960000","5688233,061300000200000",12.439139779000072,51.29485506200007,3,3,3,Südost
163358,14170929148110626490,14,7,13,000,2017,09,14,6,2,5,3,1,1,0,0,0,0,0,"729166,309699999980000","5700941,986100000300000",12.295656449000035,51.413305249000075,8,8,8,Nordwest
163359,14170929144200672630,14,7,13,000,2017,09,12,6,3,1,6,0,1,0,0,1,0,0,"734342,257699999960000","5696048,126500000200000",12.366726208000046,51.36726132100006,9,9,9,Nord
163360,14170929144200666030,14,7,13,000,2017,09,14,6,3,9,1,1,1,0,0,0,0,0,"732585,852399999970000","5692080,148000000000000",12.338945973000023,51.33236392400005,5,5,5,Südwest
163361,14170929144200646840,14,7,13,000,2017,09,08,6,3,5,3,1,1,0,0,0,0,0,"735961,675900000030000","5691777,230100000300000",12.387117640000042,51.32825446900006,0,0,0,Mitte
163362,14170929144200646470,14,7,13,000,2017,09,18,6,3,4,2,1,1,0,0,0,0,0,"742085,958600000010000","5693951,491399999700000",12.476334863000034,51.34519634800006,2,2,2,Ost
